idencuesta,ola,ola_num,muestra,estrato_disenno,segmento_disenno,ponderador02,m0_sexo,m02,m01,m36,m0_edad,n_visitas_entr,responde,m02_fac,m01_fac,m36_fac
13108013,2017,1,1,Gran Santiago,1310801,2.96136355400085,1,5,8,,60,1,1,Jubilado,Universitaria,
13108013,2018,2,1,Gran Santiago,1310801,3.01101922988892,1,5,8,1,62,6,1,Jubilado,Universitaria,En Pareja
13108013,2019,3,1,Gran Santiago,1310801,0.769965469837189,1,5,8,1,63,3,1,Jubilado,Universitaria,En Pareja
13108013,2021,5,1,Gran Santiago,1310801,0.315538138151169,1,5,8,5,64,3,1,Jubilado,Universitaria,Soltero
13108013,2022,6,1,Gran Santiago,1310801,0.690936326980591,1,5,8,5,66,,1,Jubilado,Universitaria,Soltero
13108014,2016,0,1,Gran Santiago,1310801,1.99800002574921,2,6,5,4,52,1,1,Desempleado,Media,Soltero
13108014,2017,1,1,Gran Santiago,1310801,,,,,,,,0,,,
13108014,2018,2,1,Gran Santiago,1310801,,,,,,,,0,,,
13108014,2019,3,1,Gran Santiago,1310801,,,,,,,,0,,,
13108014,2021,5,1,Gran Santiago,1310801,,,,,,,,0,,,
13108014,2022,6,1,Gran Santiago,1310801,,,,,,,,0,,,
13108021,2016,0,1,Gran Santiago,1310802,0.499000012874603,2,2,4,4,50,1,1,Trabajo Remunerado,Media,Soltero
13108021,2017,1,1,Gran Santiago,1310802,0.411742895841599,2,2,5,,51,2,1,Trabajo Remunerado,Media,
13108021,2018,2,1,Gran Santiago,1310802,0.527848601341248,2,2,5,4,53,1,1,Trabajo Remunerado,Media,Soltero
13108021,2019,3,1,Gran Santiago,1310802,2.74694490432739,2,1,4,4,54,4,1,Trabajo Remunerado,Media,Soltero
13108021,2021,5,1,Gran Santiago,1310802,4.52371072769165,2,2,4,4,55,3,1,Trabajo Remunerado,Media,Soltero
13108021,2022,6,1,Gran Santiago,1310802,0.472197741270065,2,1,5,4,57,,1,Trabajo Remunerado,Media,Soltero
13108023,2016,0,1,Gran Santiago,1310802,0.822000026702881,1,1,4,8,66,1,1,Trabajo Remunerado,Media,Soltero
13108023,2017,1,1,Gran Santiago,1310802,0.740340888500214,1,2,4,,66,2,1,Trabajo Remunerado,Media,
13108023,2018,2,1,Gran Santiago,1310802,1.00367319583893,1,5,4,8,67,1,1,Jubilado,Media,Soltero
13108023,2019,3,1,Gran Santiago,1310802,1.15494811534882,1,5,4,8,68,10,1,Jubilado,Media,Soltero
13108023,2021,5,1,Gran Santiago,1310802,,,,,,,,0,,,
13108023,2022,6,1,Gran Santiago,1310802,,,,,,,,0,,,
13108024,2016,0,1,Gran Santiago,1310802,1.64400005340576,1,1,9,1,44,1,1,Trabajo Remunerado,Universitaria,En Pareja
13108024,2017,1,1,Gran Santiago,1310802,1.48068177700043,1,1,5,,45,7,1,Trabajo Remunerado,Media,
13108024,2018,2,1,Gran Santiago,1310802,,,,,,,,0,,,
13108024,2019,3,1,Gran Santiago,1310802,,,,,,,,0,,,
13108024,2021,5,1,Gran Santiago,1310802,,,,,,,,0,,,
13108024,2022,6,1,Gran Santiago,1310802,,,,,,,,0,,,
13108025,2016,0,1,Gran Santiago,1310802,0.999000012874603,2,1,7,4,24,2,1,Trabajo Remunerado,Técnica,Soltero
13108025,2017,1,1,Gran Santiago,1310802,0.823485791683197,2,1,7,,25,3,1,Trabajo Remunerado,Técnica,
13108025,2018,2,1,Gran Santiago,1310802,1.0556972026825,2,1,7,4,26,3,1,Trabajo Remunerado,Técnica,Soltero
13108025,2019,3,1,Gran Santiago,1310802,,,,,,,,0,,,
13108025,2021,5,1,Gran Santiago,1310802,,,,,,,,0,,,
13108025,2022,6,1,Gran Santiago,1310802,0.472197741270065,2,4,7,,30,,1,Otras Categorías,Técnica,
13108031,2016,0,1,Gran Santiago,1310803,0.657000005245209,1,4,5,4,18,2,1,Otras Categorías,Media,Soltero
13108031,2017,1,1,Gran Santiago,1310803,0.740340888500214,1,4,5,,19,1,1,Otras Categorías,Media,
13108031,2018,2,1,Gran Santiago,1310803,1.25459122657776,1,4,8,4,20,1,1,Otras Categorías,Universitaria,Soltero
13108031,2019,3,1,Gran Santiago,1310803,1.5399307012558,1,4,8,4,21,3,1,Otras Categorías,Universitaria,Soltero
13108031,2021,5,1,Gran Santiago,1310803,2.36653590202332,1,4,8,4,22,8,1,Otras Categorías,Universitaria,Soltero
13108031,2022,6,1,Gran Santiago,1310803,0.518202245235443,1,4,8,4,24,,1,Otras Categorías,Universitaria,Soltero
13108033,2016,0,1,Gran Santiago,1310803,0.400000005960465,2,6,5,4,28,1,1,Desempleado,Media,Soltero
13108033,2017,1,1,Gran Santiago,1310803,0.411742895841599,2,1,5,,29,4,1,Trabajo Remunerado,Media,
13108033,2018,2,1,Gran Santiago,1310803,,,,,,,,0,,,
13108033,2019,3,1,Gran Santiago,1310803,,,,,,,,0,,,
13108033,2021,5,1,Gran Santiago,1310803,,,,,,,,0,,,
13108033,2022,6,1,Gran Santiago,1310803,,,,,,,,0,,,
13108035,2016,0,1,Gran Santiago,1310803,1.31500005722046,1,1,5,2,42,2,1,Trabajo Remunerado,Media,En Pareja
13108035,2017,1,1,Gran Santiago,1310803,,,,,,,,0,,,
13108035,2018,2,1,Gran Santiago,1310803,2.50918245315552,1,2,2,2,44,4,1,Trabajo Remunerado,Básica,En Pareja
13108035,2019,3,1,Gran Santiago,1310803,1.5399307012558,1,1,5,2,45,3,1,Trabajo Remunerado,Media,En Pareja
13108035,2021,5,1,Gran Santiago,1310803,,,,,,,,0,,,
13108035,2022,6,1,Gran Santiago,1310803,,,,,,,,0,,,
13108036,2016,0,1,Gran Santiago,1310803,1.99800002574921,2,2,8,4,27,2,1,Trabajo Remunerado,Universitaria,Soltero
13108036,2017,1,1,Gran Santiago,1310803,2.05871438980103,2,1,9,,28,3,1,Trabajo Remunerado,Universitaria,
13108036,2018,2,1,Gran Santiago,1310803,,,,,,,,0,,,
13108036,2019,3,1,Gran Santiago,1310803,,,,,,,,0,,,
13108036,2021,5,1,Gran Santiago,1310803,,,,,,,,0,,,
13108036,2022,6,1,Gran Santiago,1310803,,,,,,,,0,,,
13108037,2016,0,1,Gran Santiago,1310803,0.799000024795532,2,3,5,3,35,3,1,Trabajo Remunerado,Media,En Pareja
13108037,2017,1,1,Gran Santiago,1310803,0.823485791683197,2,3,6,,37,1,1,Trabajo Remunerado,Técnica,
13108037,2018,2,1,Gran Santiago,1310803,1.31962132453918,2,1,7,8,37,5,1,Trabajo Remunerado,Técnica,Soltero
13108037,2019,3,1,Gran Santiago,1310803,0.813909530639648,2,1,7,4,38,5,1,Trabajo Remunerado,Técnica,Soltero
13108037,2021,5,1,Gran Santiago,1310803,1.41365957260132,2,1,7,3,39,4,1,Trabajo Remunerado,Técnica,En Pareja
13108037,2022,6,1,Gran Santiago,1310803,0.944395482540131,2,1,5,8,41,,1,Trabajo Remunerado,Media,Soltero
13109011,2016,0,1,Gran Santiago,1310901,0.570999979972839,2,4,9,4,38,3,1,Otras Categorías,Universitaria,Soltero
13109011,2017,1,1,Gran Santiago,1310901,0.470563292503357,2,3,9,,39,1,1,Trabajo Remunerado,Universitaria,
13109011,2018,2,1,Gran Santiago,1310901,0.395886421203613,2,3,9,4,40,2,1,Trabajo Remunerado,Universitaria,Soltero
13109011,2019,3,1,Gran Santiago,1310901,0.203477382659912,2,1,9,4,42,4,1,Trabajo Remunerado,Universitaria,Soltero
13109011,2021,5,1,Gran Santiago,1310901,0.251317262649536,2,1,9,4,43,6,1,Trabajo Remunerado,Universitaria,Soltero
13109011,2022,6,1,Gran Santiago,1310901,0.157399237155914,2,1,9,4,45,,1,Trabajo Remunerado,Universitaria,Soltero
13109013,2016,0,1,Gran Santiago,1310901,3.75699996948242,1,2,5,4,56,7,1,Trabajo Remunerado,Media,Soltero
13109013,2017,1,1,Gran Santiago,1310901,3.38441514968872,1,1,4,,56,2,1,Trabajo Remunerado,Media,
13109013,2018,2,1,Gran Santiago,1310901,3.01101922988892,1,2,8,4,28,1,1,Trabajo Remunerado,Universitaria,Soltero
13109013,2019,3,1,Gran Santiago,1310901,1.15494799613953,1,2,6,4,29,3,1,Trabajo Remunerado,Técnica,Soltero
13109013,2021,5,1,Gran Santiago,1310901,1.26215243339539,1,1,3,4,30,9,1,Trabajo Remunerado,Básica,Soltero
13109013,2022,6,1,Gran Santiago,1310901,1.38187253475189,1,2,8,4,32,,1,Trabajo Remunerado,Universitaria,Soltero
13109017,2016,0,1,Gran Santiago,1310901,1.87899994850159,1,2,10,1,55,3,1,Trabajo Remunerado,Universitaria,En Pareja
13109017,2017,1,1,Gran Santiago,1310901,1.69220757484436,1,2,9,,56,3,1,Trabajo Remunerado,Universitaria,
13109017,2018,2,1,Gran Santiago,1310901,1.50550961494446,1,2,10,1,58,2,1,Trabajo Remunerado,Universitaria,En Pareja
13109017,2019,3,1,Gran Santiago,1310901,1.15494799613953,1,1,9,1,59,3,1,Trabajo Remunerado,Universitaria,En Pareja
13109017,2021,5,1,Gran Santiago,1310901,1.26215243339539,1,2,10,1,60,6,1,Trabajo Remunerado,Universitaria,En Pareja
13109017,2022,6,1,Gran Santiago,1310901,1.0364043712616,1,2,9,1,62,,1,Trabajo Remunerado,Universitaria,En Pareja
13109018,2016,0,1,Gran Santiago,1310901,2.81800007820129,1,2,7,2,36,1,1,Trabajo Remunerado,Técnica,En Pareja
13109018,2017,1,1,Gran Santiago,1310901,2.53831148147583,1,1,7,,37,1,1,Trabajo Remunerado,Técnica,
13109018,2018,2,1,Gran Santiago,1310901,2.2582643032074,1,1,7,1,38,1,1,Trabajo Remunerado,Técnica,En Pareja
13109018,2019,3,1,Gran Santiago,1310901,1.15494799613953,1,1,7,1,39,3,1,Trabajo Remunerado,Técnica,En Pareja
13109018,2021,5,1,Gran Santiago,1310901,,,,,,,,0,,,
13109018,2022,6,1,Gran Santiago,1310901,1.0364043712616,1,1,7,1,42,,1,Trabajo Remunerado,Técnica,En Pareja
13109022,2016,0,1,Gran Santiago,1310902,2.50500011444092,1,1,9,1,30,4,1,Trabajo Remunerado,Universitaria,En Pareja
13109022,2017,1,1,Gran Santiago,1310902,3.38441562652588,1,1,9,,30,2,1,Trabajo Remunerado,Universitaria,
13109022,2018,2,1,Gran Santiago,1310902,4.5165286064148,1,2,9,1,32,1,1,Trabajo Remunerado,Universitaria,En Pareja
13109022,2019,3,1,Gran Santiago,1310902,2.30989599227905,1,1,9,1,33,10,1,Trabajo Remunerado,Universitaria,En Pareja
13109022,2021,5,1,Gran Santiago,1310902,1.26215243339539,1,6,9,8,34,10,1,Desempleado,Universitaria,Soltero
13109022,2022,6,1,Gran Santiago,1310902,2.07280874252319,1,1,9,8,36,,1,Trabajo Remunerado,Universitaria,Soltero
13109023,2016,0,1,Gran Santiago,1310902,1.52199995517731,2,1,5,2,21,3,1,Trabajo Remunerado,Media,En Pareja
13109023,2017,1,1,Gran Santiago,1310902,1.88225328922272,2,1,7,,22,2,1,Trabajo Remunerado,Técnica,
13109023,2018,2,1,Gran Santiago,1310902,,,,,,,,0,,,
13109023,2019,3,1,Gran Santiago,1310902,,,,,,,,0,,,
13109023,2021,5,1,Gran Santiago,1310902,,,,,,,,0,,,
13109023,2022,6,1,Gran Santiago,1310902,,,,,,,,0,,,
13109024,2016,0,1,Gran Santiago,1310902,0.760999977588654,2,2,7,7,68,2,1,Trabajo Remunerado,Técnica,Soltero
13109024,2017,1,1,Gran Santiago,1310902,,,,,,,,0,,,
13109024,2018,2,1,Gran Santiago,1310902,,,,,,,,0,,,
13109024,2019,3,1,Gran Santiago,1310902,,,,,,,,0,,,
13109024,2021,5,1,Gran Santiago,1310902,,,,,,,,0,,,
13109024,2022,6,1,Gran Santiago,1310902,,,,,,,,0,,,
13109032,2016,0,1,Gran Santiago,1310903,1.52199995517731,2,2,5,8,66,4,1,Trabajo Remunerado,Media,Soltero
13109032,2017,1,1,Gran Santiago,1310903,,,,,,,,0,,,
13109032,2018,2,1,Gran Santiago,1310903,1.18765914440155,2,7,5,1,70,3,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13109032,2019,3,1,Gran Santiago,1310903,0.610432207584381,2,5,5,8,71,4,1,Jubilado,Media,Soltero
13109032,2021,5,1,Gran Santiago,1310903,0.565463840961456,2,7,4,1,73,8,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13109032,2022,6,1,Gran Santiago,1310903,0.314798474311829,2,5,5,1,74,,1,Jubilado,Media,En Pareja
13109034,2016,0,1,Gran Santiago,1310903,2.50500011444092,1,1,9,2,31,5,1,Trabajo Remunerado,Universitaria,En Pareja
13109034,2017,1,1,Gran Santiago,1310903,3.38441562652588,1,1,7,,32,2,1,Trabajo Remunerado,Técnica,
13109034,2018,2,1,Gran Santiago,1310903,2.2582643032074,1,1,7,2,33,1,1,Trabajo Remunerado,Técnica,En Pareja
13109034,2019,3,1,Gran Santiago,1310903,1.73242199420929,1,1,7,4,35,3,1,Trabajo Remunerado,Técnica,Soltero
13109034,2021,5,1,Gran Santiago,1310903,1.41992151737213,1,1,9,2,36,3,1,Trabajo Remunerado,Universitaria,En Pareja
13109034,2022,6,1,Gran Santiago,1310903,1.03640449047089,1,1,7,2,37,,1,Trabajo Remunerado,Técnica,En Pareja
13109036,2016,0,1,Gran Santiago,1310903,1.52199995517731,2,6,5,1,47,1,1,Desempleado,Media,En Pareja
13109036,2017,1,1,Gran Santiago,1310903,1.88225328922272,2,2,5,,48,5,1,Trabajo Remunerado,Media,
13109036,2018,2,1,Gran Santiago,1310903,,,,,,,,0,,,
13109036,2019,3,1,Gran Santiago,1310903,,,,,,,,0,,,
13109036,2021,5,1,Gran Santiago,1310903,,,,,,,,0,,,
13109036,2022,6,1,Gran Santiago,1310903,0.314798474311829,2,6,5,1,53,,1,Desempleado,Media,En Pareja
13110011,2016,0,1,Gran Santiago,1311001,1.19500005245209,2,5,2,4,75,3,1,Jubilado,Básica,Soltero
13110011,2017,1,1,Gran Santiago,1311001,0.984888970851898,2,5,3,,75,1,1,Jubilado,Básica,
13110011,2018,2,1,Gran Santiago,1311001,1.47962534427643,2,5,3,4,77,1,1,Jubilado,Básica,Soltero
13110011,2019,3,1,Gran Santiago,1311001,0.527277827262878,2,9,3,4,78,3,1,Otras Categorías,Básica,Soltero
13110011,2021,5,1,Gran Santiago,1311001,0.488435178995132,2,5,2,4,79,2,1,Jubilado,Básica,Soltero
13110011,2022,6,1,Gran Santiago,1311001,1.52952718734741,2,5,3,4,81,,1,Jubilado,Básica,Soltero
13110012,2016,0,1,Gran Santiago,1311001,1.96599996089935,1,1,5,4,40,3,1,Trabajo Remunerado,Media,Soltero
13110012,2017,1,1,Gran Santiago,1311001,1.77089536190033,1,1,5,,40,1,1,Trabajo Remunerado,Media,
13110012,2018,2,1,Gran Santiago,1311001,,,,,,,,0,,,
13110012,2019,3,1,Gran Santiago,1311001,1.99523711204529,1,1,5,4,43,3,1,Trabajo Remunerado,Media,Soltero
13110012,2021,5,1,Gran Santiago,1311001,1.635329246521,1,1,5,2,44,11,1,Trabajo Remunerado,Media,En Pareja
13110012,2022,6,1,Gran Santiago,1311001,,,,,,,,0,,,
13110014,2016,0,1,Gran Santiago,1311001,0.796000003814697,2,1,5,1,60,5,1,Trabajo Remunerado,Media,En Pareja
13110014,2017,1,1,Gran Santiago,1311001,0.656592667102814,2,1,5,,61,4,1,Trabajo Remunerado,Media,
13110014,2018,2,1,Gran Santiago,1311001,0.986416876316071,2,1,5,1,62,1,1,Trabajo Remunerado,Media,En Pareja
13110014,2019,3,1,Gran Santiago,1311001,1.05455565452576,2,1,5,1,63,4,1,Trabajo Remunerado,Media,En Pareja
13110014,2021,5,1,Gran Santiago,1311001,1.46530544757843,2,7,4,1,64,3,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110014,2022,6,1,Gran Santiago,1311001,1.01968479156494,2,5,5,1,66,,1,Jubilado,Media,En Pareja
13110015,2016,0,1,Gran Santiago,1311001,1.59300005435944,2,2,5,1,52,3,1,Trabajo Remunerado,Media,En Pareja
13110015,2017,1,1,Gran Santiago,1311001,1.31318533420563,2,1,5,,53,1,1,Trabajo Remunerado,Media,
13110015,2018,2,1,Gran Santiago,1311001,1.97283375263214,2,6,5,1,54,1,1,Desempleado,Media,En Pareja
13110015,2019,3,1,Gran Santiago,1311001,1.58183336257935,2,2,5,1,55,3,1,Trabajo Remunerado,Media,En Pareja
13110015,2021,5,1,Gran Santiago,1311001,1.95374071598053,2,7,5,1,57,6,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110015,2022,6,1,Gran Santiago,1311001,2.03936958312988,2,7,5,1,58,,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110016,2016,0,1,Gran Santiago,1311001,1.59800004959106,2,7,5,1,72,2,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110016,2017,1,1,Gran Santiago,1311001,1.31757724285126,2,1,5,,72,1,1,Trabajo Remunerado,Media,
13110016,2018,2,1,Gran Santiago,1311001,1.97943222522736,2,5,5,1,72,1,1,Jubilado,Media,En Pareja
13110016,2019,3,1,Gran Santiago,1311001,2.6363890171051,2,7,5,1,74,4,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110016,2021,5,1,Gran Santiago,1311001,2.44217586517334,2,5,5,1,75,6,1,Jubilado,Media,En Pareja
13110016,2022,6,1,Gran Santiago,1311001,2.54921197891235,2,5,5,5,77,,1,Jubilado,Media,Soltero
13110022,2016,0,1,Gran Santiago,1311002,1.99800002574921,2,5,7,1,72,5,1,Jubilado,Técnica,En Pareja
13110022,2017,1,1,Gran Santiago,1311002,2.47045707702637,2,7,7,,72,2,1,Trabajo Doméstico No Remunerado,Técnica,
13110022,2018,2,1,Gran Santiago,1311002,1.18765914440155,2,5,7,1,73,5,1,Jubilado,Técnica,En Pareja
13110022,2019,3,1,Gran Santiago,1311002,2.11616492271423,2,5,7,1,74,6,1,Jubilado,Técnica,En Pareja
13110022,2021,5,1,Gran Santiago,1311002,,,,,,,,0,,,
13110022,2022,6,1,Gran Santiago,1311002,1.22771406173706,2,5,7,1,77,,1,Jubilado,Técnica,En Pareja
13110023,2016,0,1,Gran Santiago,1311002,1.33200001716614,2,1,9,8,55,4,1,Trabajo Remunerado,Universitaria,Soltero
13110023,2017,1,1,Gran Santiago,1311002,1.64697158336639,2,1,9,,57,1,1,Trabajo Remunerado,Universitaria,
13110023,2018,2,1,Gran Santiago,1311002,0.791772842407227,2,1,9,8,58,1,1,Trabajo Remunerado,Universitaria,Soltero
13110023,2019,3,1,Gran Santiago,1311002,1.05808246135712,2,1,9,8,60,3,1,Trabajo Remunerado,Universitaria,Soltero
13110023,2021,5,1,Gran Santiago,1311002,1.96027481555939,2,1,9,8,61,2,1,Trabajo Remunerado,Universitaria,Soltero
13110023,2022,6,1,Gran Santiago,1311002,1.22771406173706,2,1,9,1,63,,1,Trabajo Remunerado,Universitaria,En Pareja
13110027,2016,0,1,Gran Santiago,1311002,4.38299989700317,1,1,8,4,36,2,1,Trabajo Remunerado,Universitaria,Soltero
13110027,2017,1,1,Gran Santiago,1311002,,,,,,,,0,,,
13110027,2018,2,1,Gran Santiago,1311002,,,,,,,,0,,,
13110027,2019,3,1,Gran Santiago,1311002,,,,,,,,0,,,
13110027,2021,5,1,Gran Santiago,1311002,,,,,,,,0,,,
13110027,2022,6,1,Gran Santiago,1311002,,,,,,,,0,,,
13110034,2016,0,1,Gran Santiago,1311003,7.99100017547607,2,1,7,2,46,3,1,Trabajo Remunerado,Técnica,En Pareja
13110034,2017,1,1,Gran Santiago,1311003,6.58788633346558,2,1,7,,49,2,1,Trabajo Remunerado,Técnica,
13110034,2018,2,1,Gran Santiago,1311003,1.58354544639587,2,2,7,7,50,1,1,Trabajo Remunerado,Técnica,Soltero
13110034,2019,3,1,Gran Santiago,1311003,,,,,,,,0,,,
13110034,2021,5,1,Gran Santiago,1311003,,,,,,,,0,,,
13110034,2022,6,1,Gran Santiago,1311003,2.04619026184082,2,1,7,7,54,,1,Trabajo Remunerado,Técnica,Soltero
13110041,2016,0,1,Gran Santiago,1311004,3.28699994087219,2,7,9,1,34,10,1,Trabajo Doméstico No Remunerado,Universitaria,En Pareja
13110041,2017,1,1,Gran Santiago,1311004,2.9613630771637,2,7,9,,35,1,1,Trabajo Doméstico No Remunerado,Universitaria,
13110041,2018,2,1,Gran Santiago,1311004,,,,,,,,0,,,
13110041,2019,3,1,Gran Santiago,1311004,1.6278190612793,2,7,9,1,38,4,1,Trabajo Doméstico No Remunerado,Universitaria,En Pareja
13110041,2021,5,1,Gran Santiago,1311004,1.50790357589722,2,7,9,1,39,6,1,Trabajo Doméstico No Remunerado,Universitaria,En Pareja
13110041,2022,6,1,Gran Santiago,1311004,1.25919389724731,2,2,9,1,40,,1,Trabajo Remunerado,Universitaria,En Pareja
13110047,2016,0,1,Gran Santiago,1311004,1.99800002574921,2,2,9,1,30,1,1,Trabajo Remunerado,Universitaria,En Pareja
13110047,2017,1,1,Gran Santiago,1311004,1.64697134494782,2,2,9,,30,1,1,Trabajo Remunerado,Universitaria,
13110047,2018,2,1,Gran Santiago,1311004,1.58354568481445,2,6,9,1,32,1,1,Desempleado,Universitaria,En Pareja
13110047,2019,3,1,Gran Santiago,1311004,,,,,,,,0,,,
13110047,2021,5,1,Gran Santiago,1311004,,,,,,,,0,,,
13110047,2022,6,1,Gran Santiago,1311004,,,,,,,,0,,,
13110051,2016,0,1,Gran Santiago,1311005,0.999000012874603,2,7,7,2,34,8,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
13110051,2017,1,1,Gran Santiago,1311005,0.823485791683197,2,7,7,,35,2,1,Trabajo Doméstico No Remunerado,Técnica,
13110051,2018,2,1,Gran Santiago,1311005,1.0556972026825,2,7,6,2,36,13,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
13110051,2019,3,1,Gran Santiago,1311005,1.01738703250885,2,1,5,4,37,3,1,Trabajo Remunerado,Media,Soltero
13110051,2021,5,1,Gran Santiago,1311005,,,,,,,,0,,,
13110051,2022,6,1,Gran Santiago,1311005,,,,,,,,0,,,
13110052,2016,0,1,Gran Santiago,1311005,1.49800002574921,2,7,8,4,33,1,1,Trabajo Doméstico No Remunerado,Universitaria,Soltero
13110052,2017,1,1,Gran Santiago,1311005,1.23522853851318,2,7,8,,34,3,1,Trabajo Doméstico No Remunerado,Universitaria,
13110052,2018,2,1,Gran Santiago,1311005,,,,,,,,0,,,
13110052,2019,3,1,Gran Santiago,1311005,0.813909530639648,2,7,8,2,36,5,1,Trabajo Doméstico No Remunerado,Universitaria,En Pareja
13110052,2021,5,1,Gran Santiago,1311005,1.00526905059814,2,2,8,4,38,2,1,Trabajo Remunerado,Universitaria,Soltero
13110052,2022,6,1,Gran Santiago,1311005,,,,,,,,0,,,
13110053,2016,0,1,Gran Santiago,1311005,1.49800002574921,2,7,5,1,54,4,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110053,2017,1,1,Gran Santiago,1311005,1.23522853851318,2,2,5,,55,3,1,Trabajo Remunerado,Media,
13110053,2018,2,1,Gran Santiago,1311005,1.58354568481445,2,2,5,1,55,2,1,Trabajo Remunerado,Media,En Pareja
13110053,2019,3,1,Gran Santiago,1311005,0.610432207584381,2,2,5,1,56,4,1,Trabajo Remunerado,Media,En Pareja
13110053,2021,5,1,Gran Santiago,1311005,0.753951847553253,2,2,5,1,58,2,1,Trabajo Remunerado,Media,En Pareja
13110053,2022,6,1,Gran Santiago,1311005,,,,,,,,0,,,
13110057,2016,0,1,Gran Santiago,1311005,1.64400005340576,1,1,9,4,30,2,1,Trabajo Remunerado,Universitaria,Soltero
13110057,2017,1,1,Gran Santiago,1311005,1.48068177700043,1,1,9,,32,7,1,Trabajo Remunerado,Universitaria,
13110057,2018,2,1,Gran Santiago,1311005,2.00734639167786,1,1,9,4,33,7,1,Trabajo Remunerado,Universitaria,Soltero
13110057,2019,3,1,Gran Santiago,1311005,0.38498267531395,1,5,9,4,34,4,1,Jubilado,Universitaria,Soltero
13110057,2021,5,1,Gran Santiago,1311005,1.26215255260468,1,1,9,4,33,2,1,Trabajo Remunerado,Universitaria,Soltero
13110057,2022,6,1,Gran Santiago,1311005,2.76374506950378,1,1,9,4,36,,1,Trabajo Remunerado,Universitaria,Soltero
13110061,2016,0,1,Gran Santiago,1311006,1.33200001716614,2,7,5,4,55,2,1,Trabajo Doméstico No Remunerado,Media,Soltero
13110061,2017,1,1,Gran Santiago,1311006,1.64697134494782,2,7,5,,56,3,1,Trabajo Doméstico No Remunerado,Media,
13110061,2018,2,1,Gran Santiago,1311006,0.791772723197937,2,2,4,2,57,3,1,Trabajo Remunerado,Media,En Pareja
13110061,2019,3,1,Gran Santiago,1311006,1.58712351322174,2,7,5,4,58,3,1,Trabajo Doméstico No Remunerado,Media,Soltero
13110061,2021,5,1,Gran Santiago,1311006,0.980137348175049,2,2,3,4,59,2,1,Trabajo Remunerado,Básica,Soltero
13110061,2022,6,1,Gran Santiago,1311006,0.818475961685181,2,2,4,4,61,,1,Trabajo Remunerado,Media,Soltero
13110063,2016,0,1,Gran Santiago,1311006,1.09599995613098,1,1,7,4,32,2,1,Trabajo Remunerado,Técnica,Soltero
13110063,2017,1,1,Gran Santiago,1311006,,,,,,,,0,,,
13110063,2018,2,1,Gran Santiago,1311006,,,,,,,,0,,,
13110063,2019,3,1,Gran Santiago,1311006,,,,,,,,0,,,
13110063,2021,5,1,Gran Santiago,1311006,,,,,,,,0,,,
13110063,2022,6,1,Gran Santiago,1311006,,,,,,,,0,,,
13110065,2016,0,1,Gran Santiago,1311006,0.666000008583069,2,5,5,7,65,6,1,Jubilado,Media,Soltero
13110065,2017,1,1,Gran Santiago,1311006,0.823485672473908,2,5,5,,65,2,1,Jubilado,Media,
13110065,2018,2,1,Gran Santiago,1311006,0.395886361598969,2,2,7,7,67,2,1,Trabajo Remunerado,Técnica,Soltero
13110065,2019,3,1,Gran Santiago,1311006,0.529041171073914,2,5,5,7,68,3,1,Jubilado,Media,Soltero
13110065,2021,5,1,Gran Santiago,1311006,0.490068674087524,2,5,7,7,69,2,1,Jubilado,Técnica,Soltero
13110065,2022,6,1,Gran Santiago,1311006,0.40923798084259,2,5,5,7,71,,1,Jubilado,Media,Soltero
13110071,2016,0,1,Gran Santiago,1311007,1.57799994945526,2,4,8,4,27,3,1,Otras Categorías,Universitaria,Soltero
13110071,2017,1,1,Gran Santiago,1311007,1.56157279014587,2,2,7,,28,3,1,Trabajo Remunerado,Técnica,
13110071,2018,2,1,Gran Santiago,1311007,2.34599351882935,2,2,7,4,29,17,1,Trabajo Remunerado,Técnica,Soltero
13110071,2019,3,1,Gran Santiago,1311007,3.1350588798523,2,2,7,4,30,3,1,Trabajo Remunerado,Técnica,Soltero
13110071,2021,5,1,Gran Santiago,1311007,0.726027607917786,2,2,7,4,31,2,1,Trabajo Remunerado,Técnica,Soltero
13110071,2022,6,1,Gran Santiago,1311007,3.0313925743103,2,1,7,4,33,,1,Trabajo Remunerado,Técnica,Soltero
13110073,2016,0,1,Gran Santiago,1311007,1.29900002479553,1,1,7,5,58,1,1,Trabajo Remunerado,Técnica,Soltero
13110073,2017,1,1,Gran Santiago,1311007,1.40390539169312,1,1,5,,59,4,1,Trabajo Remunerado,Media,
13110073,2018,2,1,Gran Santiago,1311007,2.23038458824158,1,1,8,2,60,11,1,Trabajo Remunerado,Universitaria,En Pareja
13110073,2019,3,1,Gran Santiago,1311007,4.44868850708008,1,2,5,2,61,3,1,Trabajo Remunerado,Media,En Pareja
13110073,2021,5,1,Gran Santiago,1311007,2.43081212043762,1,1,5,2,62,5,1,Trabajo Remunerado,Media,En Pareja
